epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,8346.74,1.04495,1.25393,1.35527,0.77088,0.71278,0.78381,0.57139,0.98491,0.91769,1.28144,0.0075052,0.0075052,0.0075052
128,8412.29,1.0313,1.22862,1.35075,0.77172,0.71148,0.78413,0.57185,0.98457,0.91619,1.28082,0.0074854,0.0074854,0.0074854
129,8477.8,1.0233,1.2291,1.34495,0.77352,0.71032,0.78443,0.57245,0.98378,0.91513,1.27993,0.0074656,0.0074656,0.0074656
130,8543.27,1.01975,1.22335,1.34363,0.77342,0.71145,0.78496,0.57317,0.98311,0.91404,1.27904,0.0074458,0.0074458,0.0074458
131,8608.69,1.01393,1.2271,1.34262,0.77329,0.71148,0.78541,0.5735,0.98265,0.91309,1.27824,0.007426,0.007426,0.007426
132,8674.2,1.03344,1.23818,1.35048,0.7747,0.71202,0.78557,0.57384,0.98218,0.91224,1.27757,0.0074062,0.0074062,0.0074062
133,8739.61,1.01834,1.23363,1.34079,0.77253,0.71382,0.7859,0.57447,0.98168,0.91105,1.2769,0.0073864,0.0073864,0.0073864
134,8805.08,1.02451,1.22965,1.3397,0.77385,0.71457,0.78635,0.57461,0.98119,0.90977,1.27618,0.0073666,0.0073666,0.0073666
135,8870.53,1.02495,1.22312,1.34371,0.77514,0.71373,0.78657,0.57492,0.98085,0.90871,1.27547,0.0073468,0.0073468,0.0073468
136,8935.95,1.02285,1.21358,1.34383,0.77626,0.71257,0.78702,0.57547,0.98064,0.90768,1.27504,0.007327,0.007327,0.007327
137,9001.35,1.03198,1.2248,1.34598,0.77416,0.71371,0.78709,0.57576,0.97995,0.90663,1.27412,0.0073072,0.0073072,0.0073072
138,9066.76,1.02302,1.22694,1.34252,0.77379,0.71377,0.78714,0.57568,0.97959,0.90588,1.27349,0.0072874,0.0072874,0.0072874
139,9132.1,1.0164,1.20741,1.33825,0.77962,0.70926,0.78766,0.57622,0.97913,0.90487,1.27275,0.0072676,0.0072676,0.0072676
140,9197.52,1.01733,1.21529,1.33488,0.77745,0.71043,0.78806,0.57666,0.97867,0.90388,1.27207,0.0072478,0.0072478,0.0072478
141,9262.91,1.01352,1.21088,1.33326,0.77667,0.71291,0.78834,0.57685,0.97804,0.90317,1.27128,0.007228,0.007228,0.007228
142,9328.29,1.01524,1.20496,1.33542,0.77532,0.7147,0.7887,0.57743,0.97754,0.90233,1.27055,0.0072082,0.0072082,0.0072082
143,9393.7,1.00404,1.20213,1.33515,0.77832,0.7129,0.78926,0.57773,0.9769,0.90104,1.26953,0.0071884,0.0071884,0.0071884
144,9459.14,1.02672,1.2053,1.3398,0.77521,0.71475,0.78956,0.57855,0.97663,0.89999,1.26899,0.0071686,0.0071686,0.0071686
145,9524.58,1.02012,1.20484,1.3351,0.77539,0.71553,0.79,0.57911,0.9763,0.89878,1.26828,0.0071488,0.0071488,0.0071488
146,9589.99,1.0217,1.20735,1.34021,0.77872,0.71288,0.79051,0.57958,0.97567,0.89812,1.26744,0.007129,0.007129,0.007129
147,9655.36,1.01478,1.20315,1.33404,0.78212,0.71052,0.79055,0.57973,0.97528,0.89738,1.26661,0.0071092,0.0071092,0.0071092
148,9720.73,1.01204,1.19247,1.33109,0.78216,0.71051,0.79085,0.58019,0.97479,0.89661,1.26586,0.0070894,0.0070894,0.0070894
149,9786.08,1.01528,1.20577,1.33269,0.78089,0.71212,0.79098,0.58089,0.97441,0.89586,1.26512,0.0070696,0.0070696,0.0070696
150,9851.41,1.01167,1.20375,1.33472,0.78035,0.71324,0.79135,0.58122,0.97418,0.89494,1.26465,0.0070498,0.0070498,0.0070498
151,9916.77,1.00806,1.19078,1.32893,0.78113,0.71438,0.79154,0.58165,0.97373,0.89418,1.26406,0.00703,0.00703,0.00703
152,9982.19,1.0049,1.18065,1.32617,0.78573,0.71034,0.79176,0.58231,0.97329,0.89319,1.26323,0.0070102,0.0070102,0.0070102
153,10047.6,1.00215,1.1781,1.32466,0.78491,0.71135,0.79232,0.58248,0.97296,0.89207,1.26266,0.0069904,0.0069904,0.0069904
154,10113,1.00797,1.19533,1.32941,0.77978,0.71476,0.79236,0.58283,0.97264,0.89088,1.26217,0.0069706,0.0069706,0.0069706
155,10178.3,1.01153,1.19207,1.32729,0.78016,0.71456,0.79291,0.58329,0.97237,0.89001,1.26174,0.0069508,0.0069508,0.0069508
156,10243.8,0.99726,1.17899,1.32418,0.78282,0.71313,0.79316,0.58365,0.97208,0.88916,1.26125,0.006931,0.006931,0.006931
157,10309.1,1.00166,1.18124,1.32467,0.78527,0.71131,0.79323,0.58373,0.97176,0.88815,1.26077,0.0069112,0.0069112,0.0069112
158,10374.5,1.00655,1.17959,1.32381,0.78483,0.71066,0.79309,0.58408,0.97161,0.88738,1.26034,0.0068914,0.0068914,0.0068914
159,10439.8,1.00534,1.17637,1.32506,0.77948,0.71663,0.79334,0.58444,0.97113,0.88659,1.25972,0.0068716,0.0068716,0.0068716
160,10505.2,1.00047,1.17032,1.32325,0.78263,0.71392,0.79375,0.58463,0.97061,0.88601,1.25906,0.0068518,0.0068518,0.0068518
161,10570.6,1.01428,1.16871,1.33019,0.78308,0.7151,0.79389,0.58516,0.97029,0.88517,1.25849,0.006832,0.006832,0.006832
162,10636,1.00734,1.18528,1.3279,0.78553,0.71379,0.79461,0.58531,0.96993,0.88432,1.25785,0.0068122,0.0068122,0.0068122
163,10701.3,1.00829,1.17936,1.32436,0.78377,0.71684,0.79477,0.58561,0.96962,0.88357,1.2573,0.0067924,0.0067924,0.0067924
164,10766.7,0.99708,1.16138,1.3199,0.7835,0.71701,0.79528,0.58602,0.96911,0.88275,1.2566,0.0067726,0.0067726,0.0067726
165,10832,0.99786,1.16597,1.3143,0.78377,0.71747,0.79552,0.5859,0.96881,0.88201,1.25596,0.0067528,0.0067528,0.0067528
166,10897.3,1.00173,1.17343,1.32266,0.78585,0.7175,0.79559,0.58615,0.96829,0.88134,1.25507,0.006733,0.006733,0.006733
167,10962.7,0.99828,1.16533,1.31589,0.7887,0.71465,0.79617,0.58655,0.96816,0.88033,1.25476,0.0067132,0.0067132,0.0067132
168,11028,0.9996,1.16443,1.32182,0.78766,0.71649,0.79636,0.58699,0.96782,0.87957,1.25433,0.0066934,0.0066934,0.0066934
169,11093.3,1.00459,1.16364,1.32359,0.7871,0.71653,0.79659,0.58711,0.96735,0.87856,1.25357,0.0066736,0.0066736,0.0066736
170,11158.6,1.0009,1.15599,1.31797,0.78744,0.71666,0.79687,0.58784,0.96721,0.87763,1.25318,0.0066538,0.0066538,0.0066538
171,11224.1,0.99403,1.16208,1.31563,0.78665,0.71749,0.79722,0.5879,0.9668,0.87684,1.25269,0.006634,0.006634,0.006634
172,11289.5,0.99539,1.15777,1.31565,0.7884,0.71749,0.79725,0.58849,0.9666,0.87568,1.25233,0.0066142,0.0066142,0.0066142
173,11354.8,0.99182,1.16088,1.31391,0.7904,0.7168,0.79769,0.58881,0.96603,0.87472,1.25157,0.0065944,0.0065944,0.0065944
174,11420.2,0.99286,1.16308,1.31809,0.79075,0.71586,0.7982,0.58926,0.96548,0.8739,1.25082,0.0065746,0.0065746,0.0065746
175,11485.5,0.99224,1.14687,1.30941,0.7888,0.71691,0.79823,0.58946,0.96505,0.87301,1.2502,0.0065548,0.0065548,0.0065548
176,11550.8,0.99199,1.14675,1.30758,0.78726,0.71823,0.79854,0.59004,0.96463,0.87197,1.24941,0.006535,0.006535,0.006535
177,11616.1,0.99735,1.14785,1.31105,0.78748,0.71926,0.79872,0.59044,0.96414,0.8709,1.24856,0.0065152,0.0065152,0.0065152
178,11681.4,0.99163,1.14124,1.31078,0.78782,0.71934,0.79913,0.59077,0.96374,0.87019,1.24802,0.0064954,0.0064954,0.0064954
179,11746.7,0.98668,1.13159,1.30433,0.78872,0.71707,0.7993,0.59129,0.9635,0.8695,1.24754,0.0064756,0.0064756,0.0064756
180,11812,0.99319,1.15096,1.31085,0.78641,0.71886,0.7995,0.59156,0.96334,0.86888,1.24722,0.0064558,0.0064558,0.0064558
